"Pair_ID","Forward","Reverse","Distance","Coexpression_Coefficient","BH","DE_Forward","DE_Reverse","Count"
"Pair_111","TraesCS1D02G183500","TraesCS1D02G183400",559,0.02,0.604447542907118,"","",0
"Pair_112","TraesCS1D02G184900","TraesCS1D02G184800",203,0.5,0,"10v14 4v23 DH ","",0
"Pair_113","TraesCS1D02G193200","TraesCS1D02G193100",363,0.06,0.110065458227607,"","",0
"Pair_114","TraesCS1D02G197900","TraesCS1D02G197800",168,0.44,0,"","MS 4v23 ",0
"Pair_115","TraesCS1D02G206200","TraesCS1D02G206100",821,0.26,0,"","",0
"Pair_116","TraesCS1D02G209300","TraesCS1D02G209200",728,-0.17,5.47536071703746e-08,"","",0
"Pair_117","TraesCS1D02G209800","TraesCS1D02G209700",290,0.46,0,"","4v23 ",0
"Pair_118","TraesCS1D02G221400","TraesCS1D02G221300",262,-0.14,2.47967479657639e-05,"","4v23 DH ",0
"Pair_119","TraesCS1D02G222500","TraesCS1D02G222400",128,-0.1,0.0018811969600733,"","",0
"Pair_12","TraesCS1A02G135900","TraesCS1A02G135800",340,0.13,2.91860124094068e-05,"","4v23 ",0
"Pair_120","TraesCS1D02G232100","TraesCS1D02G232000",164,0.36,0,"MS 4v23 ","4v23 ",2
"Pair_121","TraesCS1D02G236000","TraesCS1D02G235900",367,0.29,0,"","10v14 ",0
"Pair_122","TraesCS1D02G250600","TraesCS1D02G250500",116,0.48,0,"MS DH ","DH ",2
"Pair_123","TraesCS1D02G251300","TraesCS1D02G251200",613,NA,NA,"","",0
"Pair_124","TraesCS1D02G264400","TraesCS1D02G264300",227,0.49,0,"","4v23 ",0
"Pair_125","TraesCS1D02G287200","TraesCS1D02G287100",527,0.11,0.00120522404111458,"","",0
"Pair_126","TraesCS1D02G298800","TraesCS1D02G298700",915,0,0.955820861182868,"","",0
"Pair_127","TraesCS1D02G301100","TraesCS1D02G301000",582,-0.17,7.46084291998494e-08,"4v23 ","",0
"Pair_128","TraesCS1D02G303900","TraesCS1D02G303800",142,0.33,0,"4v23 ","MS ",1
"Pair_129","TraesCS1D02G306800","TraesCS1D02G306700",174,0.54,0,"4v23 ","",0
"Pair_13","TraesCS1A02G139900","TraesCS1A02G139800",408,-0.02,0.635862994766174,"4v23 DH ","",0
"Pair_130","TraesCS1D02G322500","TraesCS1D02G322400",156,0.33,0,"","",0
"Pair_131","TraesCS1D02G361700","TraesCS1D02G361600",140,-0.08,0.0236159879896524,"10v14 4v23 ","MS ",2
"Pair_132","TraesCS1D02G364500","TraesCS1D02G364400",529,-0.06,0.0804693706488776,"","",0
"Pair_133","TraesCS1D02G365700","TraesCS1D02G365600",109,0.23,6.5799679208583e-13,"4v23 ","MS DH ",2
"Pair_134","TraesCS1D02G373200","TraesCS1D02G373100",234,0,0.988835119052826,"","",0
"Pair_135","TraesCS1D02G373500","TraesCS1D02G373400",227,0.21,3.1491730336084e-11,"","",0
"Pair_136","TraesCS1D02G374100","TraesCS1D02G374000",153,0.48,0,"","DH ",0
"Pair_137","TraesCS1D02G390200","TraesCS1D02G390100",423,-0.01,0.754276195256624,"","",0
"Pair_138","TraesCS1D02G397100","TraesCS1D02G397000",225,0.49,0,"","4v23 ",0
"Pair_139","TraesCS1D02G399200","TraesCS1D02G399100",305,0.25,1.49053701712081e-15,"","",0
"Pair_14","TraesCS1A02G167400","TraesCS1A02G167300",198,0.03,0.399357782781168,"MS ","4v23 DH ",2
"Pair_140","TraesCS1D02G405000","TraesCS1D02G404900",155,0.08,0.0239081485682224,"","4v23 DH ",0
"Pair_141","TraesCS1D02G406100","TraesCS1D02G405900",154,0.42,0,"","",0
"Pair_142","TraesCS1D02G411600","TraesCS1D02G411500",904,0,0.957278302332026,"4v23 DH ","",0
"Pair_143","TraesCS1D02G412700","TraesCS1D02G412600",154,-0.01,0.852256324568288,"MS ","4v23 ",1
"Pair_144","TraesCS1D02G414900","TraesCS1D02G414800",626,0.17,3.73477383118924e-08,"","",0
"Pair_145","TraesCS1D02G417000","TraesCS1D02G416900",661,-0.2,1.88980064885946e-10,"","DH ",0
"Pair_146","TraesCS1D02G446800","TraesCS1D02G446700",644,-0.01,0.880899575655687,"","",0
"Pair_147","TraesCS1D02G451800","TraesCS1D02G451700",107,0.78,0,"","",0
"Pair_148","TraesCS2A02G001300","TraesCS2A02G001200",197,0.63,0,"","4v23 DH ",0
"Pair_149","TraesCS2A02G004300","TraesCS2A02G004200",357,0.89,0,"","MS 4v23 ",0
"Pair_15","TraesCS1A02G179200","TraesCS1A02G179100",387,0.1,0.00216941254952774,"","",0
"Pair_150","TraesCS2A02G004800","TraesCS2A02G004700",126,0.78,0,"4v23 ","MS 4v23 DH ",3
"Pair_151","TraesCS2A02G058700","TraesCS2A02G058600",165,0.14,2.23820149125064e-05,"4v23 ","10v14 ",1
"Pair_152","TraesCS2A02G077500","TraesCS2A02G077400",332,0.55,0,"","DH ",0
"Pair_153","TraesCS2A02G079700","TraesCS2A02G079600",144,0,0.967765005847557,"4v23 ","",0
"Pair_154","TraesCS2A02G125300","TraesCS2A02G125200",217,0.05,0.128982857597847,"4v23 ","MS ",1
"Pair_155","TraesCS2A02G138100","TraesCS2A02G138000",362,0.09,0.00621089681978253,"MS 4v23 ","MS 4v23 ",4
"Pair_156","TraesCS2A02G142900","TraesCS2A02G142800",188,0.37,0,"4v23 ","4v23 ",1
"Pair_157","TraesCS2A02G146100","TraesCS2A02G146000",280,0.55,0,"4v23 DH ","MS 4v23 GO ",6
"Pair_158","TraesCS2A02G150500","TraesCS2A02G150400",197,0.13,3.08151203140483e-05,"4v23 ","4v23 ",1
"Pair_159","TraesCS2A02G160400","TraesCS2A02G160300",262,0.17,1.16818039637808e-07,"","",0
"Pair_16","TraesCS1A02G181600","TraesCS1A02G181500",225,0.43,0,"4v23 DH ","",0
"Pair_160","TraesCS2A02G171800","TraesCS2A02G171700",288,0.38,0,"4v23 ","4v23 DH ",2
"Pair_161","TraesCS2A02G186500","TraesCS2A02G186400",650,0.78,0,"4v23 ","",0
"Pair_162","TraesCS2A02G196600","TraesCS2A02G196500",168,0.4,0,"4v23 ","",0
"Pair_163","TraesCS2A02G199500","TraesCS2A02G199400",106,-0.2,6.37058154919756e-10,"4v23 ","4v23 DH ",2
"Pair_164","TraesCS2A02G210900","TraesCS2A02G210800",312,0,0.965816096443972,"","",0
"Pair_165","TraesCS2A02G215900","TraesCS2A02G215800",564,0.91,0,"DH ","4v23 DH ",2
"Pair_166","TraesCS2A02G218300","TraesCS2A02G218200",308,0.31,0,"4v23 DH ","4v23 ",2
"Pair_167","TraesCS2A02G218900","TraesCS2A02G218800",197,0.35,0,"4v23 DH ","MS 4v23 ",4
"Pair_168","TraesCS2A02G220900","TraesCS2A02G220800",208,0.61,0,"","",0
"Pair_169","TraesCS2A02G227000","TraesCS2A02G226800",282,0.17,4.54192356750856e-08,"4v23 ","4v23 ",1
"Pair_17","TraesCS1A02G186400","TraesCS1A02G186300",217,0.85,0,"4v23 ","",0
"Pair_170","TraesCS2A02G242000","TraesCS2A02G241800",420,0,0.961476125701037,"","",0
"Pair_171","TraesCS2A02G242100","TraesCS2A02G241900",847,-0.01,0.861315720185897,"","",0
"Pair_172","TraesCS2A02G249600","TraesCS2A02G249500",315,0,0.950397784025654,"10v14 4v23 ","",0
"Pair_173","TraesCS2A02G284900","TraesCS2A02G284800",662,0.01,0.830728590486632,"4v23 ","",0
"Pair_174","TraesCS2A02G291600","TraesCS2A02G291500",300,-0.04,0.213343807473322,"","4v23 ",0
"Pair_175","TraesCS2A02G294000","TraesCS2A02G293900",288,0.42,0,"4v23 DH ","4v23 ",2
"Pair_176","TraesCS2A02G303300","TraesCS2A02G303200",847,0.41,0,"4v23 DH ","4v23 ",2
"Pair_177","TraesCS2A02G320900","TraesCS2A02G320800",250,0.46,0,"DH ","MS 4v23 DH ",3
"Pair_178","TraesCS2A02G347300","TraesCS2A02G347200",100,0.21,1.85712528917982e-11,"4v23 ","DH ",1
"Pair_179","TraesCS2A02G358000","TraesCS2A02G357900",100,0.72,0,"4v23 ","MS 4v23 DH ",3
"Pair_18","TraesCS1A02G206500","TraesCS1A02G206400",291,0.49,0,"","4v23 ",0
"Pair_180","TraesCS2A02G363200","TraesCS2A02G363100",354,0.23,3.41666089360098e-13,"","",0
"Pair_181","TraesCS2A02G374800","TraesCS2A02G374700",153,0.49,0,"4v23 ","",0
"Pair_182","TraesCS2A02G381800","TraesCS2A02G381700",152,0.49,0,"MS 4v23 ","4v23 DH ",4
"Pair_183","TraesCS2A02G392800","TraesCS2A02G392700",364,0.11,0.000481495492462181,"","DH ",0
"Pair_184","TraesCS2A02G406200","TraesCS2A02G406100",614,0.22,2.09872698929837e-12,"DH ","4v23 ",1
"Pair_185","TraesCS2A02G415600","TraesCS2A02G415500",114,0.11,0.000436011031786964,"MS 4v23 DH ","",0
"Pair_186","TraesCS2A02G424400","TraesCS2A02G424300",114,0.32,0,"4v23 ","DH ",1
"Pair_187","TraesCS2A02G437600","TraesCS2A02G437500",166,-0.02,0.709462226121616,"10v14 4v23 ","4v23 DH ",4
"Pair_188","TraesCS2A02G446300","TraesCS2A02G446200",904,0.44,0,"4v23 DH ","",0
"Pair_189","TraesCS2A02G455800","TraesCS2A02G455700",562,0.7,0,"MS 4v23 DH ","4v23 DH ",6
"Pair_19","TraesCS1A02G211700","TraesCS1A02G211600",851,0.03,0.433233500389534,"","",0
"Pair_190","TraesCS2A02G456000","TraesCS2A02G455900",293,0.58,0,"","4v23 DH ",0
"Pair_191","TraesCS2A02G492100","TraesCS2A02G492000",186,0.49,0,"4v23 ","4v23 DH ",2
"Pair_192","TraesCS2A02G495900","TraesCS2A02G495800",217,0.65,0,"DH ","MS 4v23 ",2
"Pair_193","TraesCS2A02G499500","TraesCS2A02G499400",162,0.39,0,"MS 4v23 DH ","DH ",3
"Pair_194","TraesCS2A02G518700","TraesCS2A02G518600",377,0.21,3.61200914772899e-11,"","MS 4v23 DH ",0
"Pair_195","TraesCS2A02G523600","TraesCS2A02G523500",216,0.89,0,"","MS 4v23 DH ",0
"Pair_196","TraesCS2A02G527200","TraesCS2A02G527100",810,0.29,0,"","",0
"Pair_197","TraesCS2A02G528800","TraesCS2A02G528700",128,0.65,0,"MS 4v23 ","4v23 DH ",4
"Pair_198","TraesCS2A02G545500","TraesCS2A02G545400",152,0.36,0,"4v23 DH ","4v23 DH ",4
"Pair_199","TraesCS2A02G551900","TraesCS2A02G551800",175,-0.01,0.919584346007729,"4v23 DH ","4v23 ",2
"Pair_2","TraesCS1A02G040500","TraesCS1A02G040400",172,0.68,0,"MS 4v23 ","MS 4v23 ",4
"Pair_20","TraesCS1A02G219900","TraesCS1A02G219800",160,-0.1,0.00178744414654049,"","4v23 DH ",0
"Pair_200","TraesCS2A02G559600","TraesCS2A02G559500",102,0.36,0,"MS 4v23 ","4v23 ",2
"Pair_201","TraesCS2A02G570000","TraesCS2A02G569900",595,0.85,0,"MS ","",0
"Pair_202","TraesCS2A02G586300","TraesCS2A02G586200",285,0.44,0,"","",0
"Pair_203","TraesCS2B02G033700","TraesCS2B02G033600",845,0.92,0,"","",0
"Pair_204","TraesCS2B02G051900","TraesCS2B02G051800",709,0.58,0,"","4v23 DH ",0
"Pair_205","TraesCS2B02G070800","TraesCS2B02G070700",169,0.05,0.186590086059394,"","4v23 ",0
"Pair_206","TraesCS2B02G081600","TraesCS2B02G081500",971,-0.07,0.0279493616718398,"4v23 ","",0
"Pair_207","TraesCS2B02G146700","TraesCS2B02G146600",364,0.13,6.27364683473233e-05,"","",0
"Pair_208","TraesCS2B02G147800","TraesCS2B02G147700",167,0.43,0,"4v23 ","MS ",1
"Pair_209","TraesCS2B02G162000","TraesCS2B02G161900",228,0.17,5.48956761074001e-08,"MS 4v23 ","MS 4v23 ",4
"Pair_21","TraesCS1A02G230000","TraesCS1A02G229900",291,0.4,0,"4v23 ","MS 4v23 ",2
"Pair_210","TraesCS2B02G168000","TraesCS2B02G167900",153,0.48,0,"4v23 ","4v23 ",1
"Pair_211","TraesCS2B02G171500","TraesCS2B02G171400",276,0.35,0,"4v23 DH ","MS 4v23 GO ",6
"Pair_212","TraesCS2B02G172700","TraesCS2B02G172600",101,0.59,0,"DH ","4v23 DH ",2
"Pair_213","TraesCS2B02G175700","TraesCS2B02G175600",172,0.33,0,"4v23 ","4v23 ",1
"Pair_214","TraesCS2B02G183500","TraesCS2B02G183400",255,0.4,0,"MS 4v23 ","",0
"Pair_215","TraesCS2B02G186700","TraesCS2B02G186600",198,0.27,0,"","",0
"Pair_216","TraesCS2B02G226800","TraesCS2B02G226700",131,-0.03,0.416757111118401,"4v23 ","4v23 DH ",2
"Pair_217","TraesCS2B02G243700","TraesCS2B02G243600",179,0.32,0,"4v23 DH ","4v23 ",2
"Pair_218","TraesCS2B02G244300","TraesCS2B02G244200",233,0.23,2.39518052001424e-13,"4v23 DH ","MS 4v23 ",4
"Pair_219","TraesCS2B02G256900","TraesCS2B02G256800",321,-0.19,2.19296992189409e-09,"","4v23 ",0
"Pair_22","TraesCS1A02G236500","TraesCS1A02G236400",375,0.18,2.56500087919867e-08,"","",0
"Pair_220","TraesCS2B02G266800","TraesCS2B02G266700",731,-0.02,0.618086216348096,"","4v23 ",0
"Pair_221","TraesCS2B02G282800","TraesCS2B02G282700",391,0,0.9404567851523,"","",0
"Pair_222","TraesCS2B02G283400","TraesCS2B02G283300",964,-0.01,0.864720657759673,"","",0
"Pair_223","TraesCS2B02G283700","TraesCS2B02G283600",201,-0.01,0.91571903171319,"","",0
"Pair_224","TraesCS2B02G302000","TraesCS2B02G301900",775,0.02,0.675258151938904,"4v23 ","",0
"Pair_225","TraesCS2B02G308100","TraesCS2B02G308000",598,-0.19,7.18394093668144e-10,"","4v23 ",0
"Pair_226","TraesCS2B02G310300","TraesCS2B02G310200",288,0.47,0,"4v23 DH ","4v23 ",2
"Pair_227","TraesCS2B02G331000","TraesCS2B02G330900",225,0.03,0.490830550793641,"","",0
"Pair_228","TraesCS2B02G331300","TraesCS2B02G331100",569,-0.01,0.897972493328459,"","",0
"Pair_229","TraesCS2B02G361900","TraesCS2B02G361800",149,0.43,0,"MS 4v23 DH ","DH ",3
"Pair_23","TraesCS1A02G251000","TraesCS1A02G250900",316,0.5,0,"MS DH ","DH ",2
"Pair_230","TraesCS2B02G377300","TraesCS2B02G377200",186,0.61,0,"4v23 ","MS 4v23 DH ",3
"Pair_231","TraesCS2B02G381100","TraesCS2B02G381000",245,0.57,0,"","",0
"Pair_232","TraesCS2B02G389800","TraesCS2B02G389700",134,0.34,0,"MS 4v23 ","MS DH ",4
"Pair_233","TraesCS2B02G391800","TraesCS2B02G391700",236,0.51,0,"4v23 ","",0
"Pair_234","TraesCS2B02G393600","TraesCS2B02G393500",364,0.93,0,"","",0
"Pair_235","TraesCS2B02G399100","TraesCS2B02G399000",147,0.25,1.98142352101017e-15,"MS 4v23 ","4v23 DH ",4
"Pair_236","TraesCS2B02G423900","TraesCS2B02G423800",464,0.14,6.27809067645939e-06,"DH ","4v23 ",1
"Pair_237","TraesCS2B02G431600","TraesCS2B02G431500",463,0.01,0.806785461962478,"","4v23 DH ",0
"Pair_238","TraesCS2B02G443100","TraesCS2B02G443000",710,0.45,0,"4v23 ","4v23 ",1
"Pair_239","TraesCS2B02G445300","TraesCS2B02G445200",763,0.79,0,"4v23 ","",0
"Pair_24","TraesCS1A02G264200","TraesCS1A02G264100",390,0.46,0,"","4v23 ",0
"Pair_240","TraesCS2B02G452700","TraesCS2B02G452600",980,-0.01,0.805638086401345,"","",0
"Pair_241","TraesCS2B02G457800","TraesCS2B02G457700",275,0.16,2.59697019986188e-07,"4v23 DH ","10v14 4v23 ",4
"Pair_242","TraesCS2B02G458000","TraesCS2B02G457900",710,-0.05,0.15638193758234,"DH ","",0
"Pair_243","TraesCS2B02G477800","TraesCS2B02G477700",591,0.49,0,"MS 4v23 DH ","4v23 DH ",6
"Pair_244","TraesCS2B02G478000","TraesCS2B02G477900",120,0.4,0,"","4v23 DH ",0
"Pair_245","TraesCS2B02G517100","TraesCS2B02G517000",358,0.9,0,"","",0
"Pair_246","TraesCS2B02G517300","TraesCS2B02G517200",175,0.56,0,"","",0
"Pair_247","TraesCS2B02G518200","TraesCS2B02G518100",246,0.45,0,"","",0
"Pair_248","TraesCS2B02G520200","TraesCS2B02G520100",146,0.49,0,"4v23 ","4v23 DH ",2
"Pair_249","TraesCS2B02G524200","TraesCS2B02G524100",136,0.34,0,"DH ","MS 4v23 ",2
"Pair_25","TraesCS1A02G282500","TraesCS1A02G282400",514,0.1,0.00161108477590449,"DH ","",0
"Pair_250","TraesCS2B02G532200","TraesCS2B02G532100",597,0.42,0,"4v23 DH ","",0
"Pair_251","TraesCS2B02G553500","TraesCS2B02G553400",275,0.86,0,"","MS 4v23 DH ",0
"Pair_252","TraesCS2B02G557800","TraesCS2B02G557700",270,0.3,0,"","",0
"Pair_253","TraesCS2B02G558600","TraesCS2B02G558500",534,0.09,0.00935842407695019,"4v23 ","4v23 ",1
"Pair_254","TraesCS2B02G559200","TraesCS2B02G559100",162,0.6,0,"MS 4v23 ","4v23 DH ",4
"Pair_255","TraesCS2B02G576000","TraesCS2B02G575900",412,0.38,0,"4v23 DH ","4v23 DH ",4
"Pair_256","TraesCS2B02G583200","TraesCS2B02G583100",157,0.35,0,"4v23 DH ","4v23 ",2
"Pair_257","TraesCS2B02G620200","TraesCS2B02G620100",369,0.09,0.00386915399666789,"","",0
"Pair_258","TraesCS2D02G004100","TraesCS2D02G004000",125,0.51,0,"MS 4v23 DH ","4v23 ",3
"Pair_259","TraesCS2D02G017000","TraesCS2D02G016900",863,0.37,0,"4v23 ","4v23 ",1
"Pair_26","TraesCS1A02G288200","TraesCS1A02G288100",218,0.21,9.3863480524004e-12,"","",0
"Pair_260","TraesCS2D02G031200","TraesCS2D02G031100",945,0.11,0.00107929511574969,"","4v23 ",0
"Pair_261","TraesCS2D02G057900","TraesCS2D02G057800",149,-0.12,0.000224337948586273,"4v23 ","",0
"Pair_262","TraesCS2D02G087300","TraesCS2D02G087200",840,-0.11,0.000517696186963119,"4v23 ","",0
"Pair_263","TraesCS2D02G128400","TraesCS2D02G128300",156,-0.03,0.359118085222544,"4v23 ","MS ",1
"Pair_264","TraesCS2D02G141100","TraesCS2D02G141000",226,-0.04,0.208933965670379,"MS 4v23 ","MS 4v23 ",4
"Pair_265","TraesCS2D02G146200","TraesCS2D02G146100",161,0.15,3.86449811151265e-06,"4v23 ","4v23 ",1
"Pair_266","TraesCS2D02G150700","TraesCS2D02G150600",279,0.2,2.2969537854415e-10,"4v23 DH ","MS 4v23 GO ",6
"Pair_267","TraesCS2D02G155600","TraesCS2D02G155500",141,0.37,0,"4v23 ","4v23 ",1
"Pair_268","TraesCS2D02G164100","TraesCS2D02G164000",479,0.26,0,"MS 4v23 ","",0
"Pair_269","TraesCS2D02G164400","TraesCS2D02G164300",374,-0.03,0.507608837597756,"","",0
"Pair_27","TraesCS1A02G307400","TraesCS1A02G307300",193,0.62,0,"4v23 ","",0
"Pair_270","TraesCS2D02G167800","TraesCS2D02G167700",208,0.24,3.57452858735454e-14,"","",0
"Pair_271","TraesCS2D02G204600","TraesCS2D02G204500",211,0.2,4.13374613558117e-10,"4v23 ","",0
"Pair_272","TraesCS2D02G207100","TraesCS2D02G207000",134,-0.18,2.63192261101287e-08,"10v14 4v23 ","4v23 DH ",4
"Pair_273","TraesCS2D02G221500","TraesCS2D02G221400",504,0.93,0,"DH ","4v23 DH ",2
"Pair_274","TraesCS2D02G222200","TraesCS2D02G222100",336,0.43,0,"","",0
"Pair_275","TraesCS2D02G224600","TraesCS2D02G224500",115,0.19,1.31622657648208e-09,"MS 4v23 ","4v23 DH ",4
"Pair_276","TraesCS2D02G225200","TraesCS2D02G225100",175,0.32,0,"4v23 ","4v23 DH ",2
"Pair_277","TraesCS2D02G247200","TraesCS2D02G247100",292,-0.01,0.864720657759673,"","",0
"Pair_278","TraesCS2D02G247500","TraesCS2D02G247400",959,-0.01,0.888551189857823,"","",0
"Pair_279","TraesCS2D02G251200","TraesCS2D02G251100",203,0.35,0,"4v23 ","4v23 ",1
"Pair_28","TraesCS1A02G347900","TraesCS1A02G347800",168,0.48,0,"","",0
"Pair_280","TraesCS2D02G264100","TraesCS2D02G263900",122,0,0.93242955497598,"","",0
"Pair_281","TraesCS2D02G273900","TraesCS2D02G273800",593,-0.02,0.678366361917287,"4v23 ","",0
"Pair_282","TraesCS2D02G283600","TraesCS2D02G283500",901,0.02,0.560252233445009,"4v23 ","",0
"Pair_283","TraesCS2D02G289600","TraesCS2D02G289500",263,-0.21,5.77046178093777e-11,"4v23 ","4v23 ",1
"Pair_284","TraesCS2D02G291600","TraesCS2D02G291500",301,0.42,0,"4v23 DH ","4v23 ",2
"Pair_285","TraesCS2D02G301900","TraesCS2D02G301800",406,0.12,0.000220919543111817,"4v23 DH ","4v23 ",2
"Pair_286","TraesCS2D02G305700","TraesCS2D02G305600",135,0.01,0.822564469166325,"","MS 4v23 ",0
"Pair_287","TraesCS2D02G338000","TraesCS2D02G337900",102,0.27,0,"4v23 DH ","4v23 DH ",4
"Pair_288","TraesCS2D02G341600","TraesCS2D02G341500",148,0.45,0,"DH ","MS 4v23 DH ",3
"Pair_289","TraesCS2D02G342400","TraesCS2D02G342300",228,-0.02,0.543183056946549,"","4v23 DH ",0
"Pair_29","TraesCS1A02G349100","TraesCS1A02G349000",261,0,0.952799512099599,"MS 4v23 ","4v23 ",2
"Pair_290","TraesCS2D02G342900","TraesCS2D02G342800",159,0.16,2.62997875714198e-07,"","4v23 ",0
"Pair_291","TraesCS2D02G345900","TraesCS2D02G345800",287,0.06,0.110065458227607,"4v23 ","DH ",1
"Pair_292","TraesCS2D02G356800","TraesCS2D02G356700",120,0.67,0,"4v23 ","MS 4v23 DH ",3
"Pair_293","TraesCS2D02G360300","TraesCS2D02G360200",123,0.28,0,"DH ","4v23 ",1
"Pair_294","TraesCS2D02G360500","TraesCS2D02G360400",362,0.32,0,"","",0
"Pair_295","TraesCS2D02G368000","TraesCS2D02G367900",623,0.95,0,"","",0
"Pair_296","TraesCS2D02G369000","TraesCS2D02G368900",143,0.74,0,"MS 4v23 ","MS DH ",4
"Pair_297","TraesCS2D02G371200","TraesCS2D02G371100",158,0.28,0,"4v23 ","",0
"Pair_298","TraesCS2D02G378300","TraesCS2D02G378200",152,0.34,0,"4v23 ","DH ",1
"Pair_299","TraesCS2D02G380000","TraesCS2D02G379900",589,0.36,0,"","",0
"Pair_3","TraesCS1A02G041500","TraesCS1A02G041400",472,0.79,0,"4v23 ","",0
"Pair_30","TraesCS1A02G368300","TraesCS1A02G368200",569,-0.02,0.646013401069766,"","",0
"Pair_300","TraesCS2D02G390900","TraesCS2D02G390800",502,0.1,0.00371424588014599,"","DH ",0
"Pair_301","TraesCS2D02G403100","TraesCS2D02G403000",375,0.12,0.000248196999440416,"DH ","4v23 ",1
"Pair_302","TraesCS2D02G421400","TraesCS2D02G421300",216,0.43,0,"4v23 ","10v14 4v23 ",2
"Pair_303","TraesCS2D02G434700","TraesCS2D02G434600",193,0.23,3.26172469782563e-13,"4v23 DH ","4v23 ",2
"Pair_304","TraesCS2D02G449800","TraesCS2D02G449700",402,0.06,0.0638749556959301,"","",0
"Pair_305","TraesCS2D02G456300","TraesCS2D02G456200",164,NA,NA,"","4v23 DH ",0
"Pair_306","TraesCS2D02G471300","TraesCS2D02G471200",268,0.85,0,"","",0
"Pair_307","TraesCS2D02G471500","TraesCS2D02G471400",159,0.61,0,"","",0
"Pair_308","TraesCS2D02G492300","TraesCS2D02G492200",265,0.37,0,"4v23 ","4v23 DH ",2
"Pair_309","TraesCS2D02G496200","TraesCS2D02G496100",165,0.69,0,"DH ","MS 4v23 ",2
"Pair_31","TraesCS1A02G389100","TraesCS1A02G389000",162,0.54,0,"","4v23 ",0
"Pair_310","TraesCS2D02G499600","TraesCS2D02G499500",124,0.48,0,"MS 4v23 DH ","DH ",3
"Pair_311","TraesCS2D02G520100","TraesCS2D02G520000",210,0.28,0,"","MS 4v23 DH ",0
"Pair_312","TraesCS2D02G525700","TraesCS2D02G525600",177,0.88,0,"","MS 4v23 DH ",0
"Pair_313","TraesCS2D02G530100","TraesCS2D02G530000",403,0.41,0,"","",0
"Pair_314","TraesCS2D02G530900","TraesCS2D02G530700",525,0.69,0,"4v23 ","4v23 ",1
"Pair_315","TraesCS2D02G531700","TraesCS2D02G531600",175,0.73,0,"MS 4v23 ","4v23 DH ",4
"Pair_316","TraesCS2D02G546400","TraesCS2D02G546300",395,0.46,0,"4v23 DH ","4v23 DH ",4
"Pair_317","TraesCS2D02G548500","TraesCS2D02G548400",821,0.3,0,"","",0
"Pair_318","TraesCS2D02G552900","TraesCS2D02G552800",151,0.15,3.30301163024456e-06,"4v23 DH ","4v23 ",2
"Pair_319","TraesCS2D02G570600","TraesCS2D02G570500",313,0.16,8.67317587930476e-07,"","",0
"Pair_32","TraesCS1A02G397100","TraesCS1A02G397000",142,0.46,0,"","4v23 DH ",0
"Pair_320","TraesCS2D02G571000","TraesCS2D02G570900",214,0.53,0,"4v23 ","MS 4v23 ",2
"Pair_321","TraesCS2D02G600400","TraesCS2D02G600300",310,0.9,0,"","",0
"Pair_322","TraesCS3A02G012600","TraesCS3A02G012500",688,0.99,0,"","",0
"Pair_323","TraesCS3A02G016700","TraesCS3A02G016600",969,0.4,0,"4v23 ","",0
"Pair_324","TraesCS3A02G065500","TraesCS3A02G065400",266,-0.06,0.0747124162269093,"MS ","",0
"Pair_325","TraesCS3A02G090000","TraesCS3A02G089900",382,-0.07,0.0513532693886565,"","",0
"Pair_326","TraesCS3A02G091500","TraesCS3A02G091400",205,0.1,0.0025764176624326,"DH ","MS ",1
"Pair_327","TraesCS3A02G094900","TraesCS3A02G094800",534,-0.14,8.6272877647132e-06,"","",0
"Pair_328","TraesCS3A02G103700","TraesCS3A02G103600",243,0.09,0.00584869608822563,"MS ","10v14 4v23 ",2
"Pair_329","TraesCS3A02G112100","TraesCS3A02G112000",103,-0.14,2.09866700216472e-05,"","",0
"Pair_33","TraesCS1A02G398500","TraesCS1A02G398400",320,0.49,0,"","",0
"Pair_330","TraesCS3A02G131300","TraesCS3A02G131200",763,0.38,0,"","",0
"Pair_331","TraesCS3A02G137000","TraesCS3A02G136900",267,0.77,0,"10v14 4v23 ","4v23 ",2
"Pair_332","TraesCS3A02G149200","TraesCS3A02G149100",429,0.01,0.814267019701547,"","",0
"Pair_333","TraesCS3A02G159500","TraesCS3A02G159400",207,0.3,0,"MS 4v23 ","",0
"Pair_334","TraesCS3A02G160900","TraesCS3A02G160800",213,0.44,0,"4v23 ","4v23 ",1
"Pair_335","TraesCS3A02G163200","TraesCS3A02G163100",337,0.39,0,"","MS 4v23 DH ",0
"Pair_336","TraesCS3A02G175600","TraesCS3A02G175500",148,0.68,0,"4v23 ","",0
"Pair_337","TraesCS3A02G180500","TraesCS3A02G180400",243,0.53,0,"","",0
"Pair_338","TraesCS3A02G223700","TraesCS3A02G223600",124,0.38,0,"","",0
"Pair_339","TraesCS3A02G231900","TraesCS3A02G231800",185,0.31,0,"","",0
"Pair_34","TraesCS1A02G406500","TraesCS1A02G406400",561,0.07,0.0368186431706704,"","",0
"Pair_340","TraesCS3A02G236900","TraesCS3A02G236800",152,0.53,0,"4v23 DH ","4v23 DH ",4
"Pair_341","TraesCS3A02G244300","TraesCS3A02G244200",194,-0.29,0,"4v23 ","",0
"Pair_342","TraesCS3A02G251800","TraesCS3A02G251700",146,0.33,0,"","DH ",0
"Pair_343","TraesCS3A02G261600","TraesCS3A02G261500",835,0.43,0,"","",0
