"Pair_ID","Forward","Reverse","Distance","Coexpression_Coefficient","BH","DE_Forward","DE_Reverse","Count"
"Pair_344","TraesCS3A02G263700","TraesCS3A02G263600",421,-0.08,0.0123191733825131,"","",0
"Pair_345","TraesCS3A02G275700","TraesCS3A02G275600",234,-0.2,5.85794312140466e-10,"","",0
"Pair_346","TraesCS3A02G278500","TraesCS3A02G278400",172,0.69,0,"MS 4v23 DH ","",0
"Pair_347","TraesCS3A02G295800","TraesCS3A02G295700",156,0.97,0,"","",0
"Pair_348","TraesCS3A02G296500","TraesCS3A02G296400",286,-0.06,0.0855605156736787,"4v23 ","",0
"Pair_349","TraesCS3A02G298100","TraesCS3A02G298000",528,0.15,4.69944259783646e-06,"","",0
"Pair_35","TraesCS1A02G417300","TraesCS1A02G417200",721,-0.11,0.000397618202070341,"4v23 DH ","",0
"Pair_350","TraesCS3A02G303100","TraesCS3A02G303000",126,0.58,0,"4v23 ","4v23 ",1
"Pair_351","TraesCS3A02G313000","TraesCS3A02G312900",388,0.53,0,"4v23 ","",0
"Pair_352","TraesCS3A02G321000","TraesCS3A02G320900",678,0.72,0,"10v14 4v23 ","",0
"Pair_353","TraesCS3A02G324500","TraesCS3A02G324400",181,0.05,0.118568318105248,"","",0
"Pair_354","TraesCS3A02G334900","TraesCS3A02G334800",107,0.24,1.74918902891531e-14,"MS ","10v14 4v23 DH ",3
"Pair_355","TraesCS3A02G339500","TraesCS3A02G339400",307,0.6,0,"","",0
"Pair_356","TraesCS3A02G349900","TraesCS3A02G349800",412,0.67,0,"4v23 DH ","MS 4v23 DH ",6
"Pair_357","TraesCS3A02G380900","TraesCS3A02G380800",265,0.29,0,"4v23 ","4v23 DH ",2
"Pair_358","TraesCS3A02G394500","TraesCS3A02G394400",396,0.5,0,"DH ","DH ",1
"Pair_359","TraesCS3A02G415700","TraesCS3A02G415600",464,-0.01,0.887061750485403,"","",0
"Pair_36","TraesCS1A02G443700","TraesCS1A02G443600",240,0.39,0,"","",0
"Pair_360","TraesCS3A02G417800","TraesCS3A02G417700",116,0.07,0.0444060917944343,"","MS 4v23 DH ",0
"Pair_361","TraesCS3A02G419300","TraesCS3A02G419200",273,0.03,0.476613658738078,"","4v23 ",0
"Pair_362","TraesCS3A02G429800","TraesCS3A02G429700",476,0.09,0.0101855029426506,"MS 4v23 DH ","",0
"Pair_363","TraesCS3A02G431300","TraesCS3A02G431100",847,0,0.949176513470538,"","",0
"Pair_364","TraesCS3A02G431400","TraesCS3A02G431200",123,-0.06,0.0569989437468052,"","",0
"Pair_365","TraesCS3A02G502600","TraesCS3A02G502500",363,-0.01,0.919832776805412,"","",0
"Pair_366","TraesCS3A02G516600","TraesCS3A02G516500",101,-0.11,0.000436011031786964,"4v23 DH ","",0
"Pair_367","TraesCS3A02G536100","TraesCS3A02G536000",283,0.87,0,"","",0
"Pair_368","TraesCS3B02G025800","TraesCS3B02G025700",611,0.08,0.015520545418129,"","",0
"Pair_369","TraesCS3B02G026100","TraesCS3B02G026000",691,0.26,0,"","",0
"Pair_37","TraesCS1B02G014500","TraesCS1B02G014400",700,0.9,0,"","",0
"Pair_370","TraesCS3B02G069000","TraesCS3B02G068900",826,0.28,0,"","4v23 ",0
"Pair_371","TraesCS3B02G078900","TraesCS3B02G078800",345,0.07,0.0378241710684131,"MS ","",0
"Pair_372","TraesCS3B02G106700","TraesCS3B02G106600",145,0.1,0.00168039210392918,"DH ","MS ",1
"Pair_373","TraesCS3B02G121100","TraesCS3B02G121000",407,0.23,2.50047002655148e-13,"MS ","10v14 4v23 ",2
"Pair_374","TraesCS3B02G151900","TraesCS3B02G151800",273,0.92,0,"","",0
"Pair_375","TraesCS3B02G154900","TraesCS3B02G154800",256,0.87,0,"10v14 4v23 ","4v23 ",2
"Pair_376","TraesCS3B02G159000","TraesCS3B02G158900",122,0.45,0,"","4v23 ",0
"Pair_377","TraesCS3B02G172200","TraesCS3B02G172100",312,0.59,0,"","",0
"Pair_378","TraesCS3B02G176500","TraesCS3B02G176400",385,0.04,0.284621823963009,"","",0
"Pair_379","TraesCS3B02G186100","TraesCS3B02G186000",780,0.03,0.38230493939834,"","",0
"Pair_38","TraesCS1B02G034000","TraesCS1B02G033900",726,0.04,0.262644413302839,"","4v23 ",0
"Pair_380","TraesCS3B02G187500","TraesCS3B02G187400",103,0.05,0.149285661004102,"","",0
"Pair_381","TraesCS3B02G191500","TraesCS3B02G191400",208,0.16,8.84911263130384e-07,"4v23 ","4v23 ",1
"Pair_382","TraesCS3B02G194300","TraesCS3B02G194200",184,0.13,4.15843362471452e-05,"","MS 4v23 DH ",0
"Pair_383","TraesCS3B02G210200","TraesCS3B02G210100",227,0.54,0,"","",0
"Pair_384","TraesCS3B02G261200","TraesCS3B02G261100",169,-0.02,0.70644641271335,"","",0
"Pair_385","TraesCS3B02G263000","TraesCS3B02G262900",186,0.42,0,"4v23 DH ","4v23 DH ",4
"Pair_386","TraesCS3B02G275800","TraesCS3B02G275700",185,-0.22,1.67199400129135e-12,"","4v23 ",0
"Pair_387","TraesCS3B02G281300","TraesCS3B02G281200",260,0.43,0,"","DH ",0
"Pair_388","TraesCS3B02G286000","TraesCS3B02G285900",708,-0.01,0.869721275848279,"","",0
"Pair_389","TraesCS3B02G294800","TraesCS3B02G294700",859,0.34,0,"","",0
"Pair_39","TraesCS1B02G071800","TraesCS1B02G071700",194,0.18,6.3391225534433e-09,"4v23 ","",0
"Pair_390","TraesCS3B02G296900","TraesCS3B02G296800",258,0.14,9.37923142679244e-06,"","",0
"Pair_391","TraesCS3B02G300100","TraesCS3B02G300000",146,0.52,0,"","MS 4v23 DH ",0
"Pair_392","TraesCS3B02G307500","TraesCS3B02G307400",111,0.28,0,"","4v23 ",0
"Pair_393","TraesCS3B02G312700","TraesCS3B02G312600",313,0.56,0,"MS 4v23 DH ","",0
"Pair_394","TraesCS3B02G334000","TraesCS3B02G333900",316,0.2,1.3489939103217e-10,"","",0
"Pair_395","TraesCS3B02G334800","TraesCS3B02G334700",695,-0.01,0.800727026767871,"","",0
"Pair_396","TraesCS3B02G335200","TraesCS3B02G335100",235,0.58,0,"4v23 ","",0
"Pair_397","TraesCS3B02G340700","TraesCS3B02G340600",213,-0.11,0.00063192341290317,"","4v23 ",0
"Pair_398","TraesCS3B02G341200","TraesCS3B02G341100",322,0.9,0,"","",0
"Pair_399","TraesCS3B02G341400","TraesCS3B02G341300",253,0.9,0,"","",0
"Pair_4","TraesCS1A02G042000","TraesCS1A02G041900",614,0.05,0.152054798069757,"","MS ",0
"Pair_40","TraesCS1B02G081500","TraesCS1B02G081400",125,0.25,2.46937497853846e-15,"MS ","4v23 ",1
"Pair_400","TraesCS3B02G344900","TraesCS3B02G344800",866,0.59,0,"","4v23 ",0
"Pair_401","TraesCS3B02G349800","TraesCS3B02G349700",514,0.34,0,"","",0
"Pair_402","TraesCS3B02G353500","TraesCS3B02G353400",132,0.16,2.61244829825765e-07,"","",0
"Pair_403","TraesCS3B02G358800","TraesCS3B02G358700",301,0.91,0,"","",0
"Pair_404","TraesCS3B02G362600","TraesCS3B02G362500",119,0.67,0,"4v23 ","4v23 ",1
"Pair_405","TraesCS3B02G365800","TraesCS3B02G365700",268,0.42,0,"MS ","10v14 4v23 DH ",3
"Pair_406","TraesCS3B02G374900","TraesCS3B02G374800",187,0.28,0,"","",0
"Pair_407","TraesCS3B02G382500","TraesCS3B02G382400",426,0.67,0,"4v23 DH ","MS 4v23 DH ",6
"Pair_408","TraesCS3B02G413600","TraesCS3B02G413500",184,0.17,3.85976611403776e-08,"4v23 ","4v23 DH ",2
"Pair_409","TraesCS3B02G454600","TraesCS3B02G454500",294,0.04,0.318268522546531,"","4v23 ",0
"Pair_41","TraesCS1B02G101200","TraesCS1B02G101100",569,0.19,4.99926995136154e-09,"","",0
"Pair_410","TraesCS3B02G461100","TraesCS3B02G461000",576,0.2,1.60149113526131e-10,"","",0
"Pair_411","TraesCS3B02G467700","TraesCS3B02G467600",486,0.04,0.263911198558434,"MS 4v23 DH ","",0
"Pair_412","TraesCS3B02G478500","TraesCS3B02G478400",762,0.78,0,"","",0
"Pair_413","TraesCS3B02G493700","TraesCS3B02G493600",882,0.24,1.07210209245219e-14,"4v23 ","4v23 ",1
"Pair_414","TraesCS3B02G495200","TraesCS3B02G495100",252,0.44,0,"","",0
"Pair_415","TraesCS3B02G510900","TraesCS3B02G510800",561,-0.03,0.4563520944018,"4v23 ","",0
"Pair_416","TraesCS3B02G533400","TraesCS3B02G533300",960,0.05,0.172104652195583,"","MS ",0
"Pair_417","TraesCS3B02G539800","TraesCS3B02G539700",732,NA,NA,"","",0
"Pair_418","TraesCS3B02G564600","TraesCS3B02G564500",201,0,0.972323079418512,"","",0
"Pair_419","TraesCS3B02G604600","TraesCS3B02G604500",312,0.54,0,"","",0
"Pair_42","TraesCS1B02G105300","TraesCS1B02G105200",249,0.78,0,"4v23 ","4v23 ",1
"Pair_420","TraesCS3B02G604900","TraesCS3B02G604800",662,0.76,0,"","",0
"Pair_421","TraesCS3D02G010900","TraesCS3D02G010800",717,1,0,"","",0
"Pair_422","TraesCS3D02G011100","TraesCS3D02G011000",635,1,0,"","",0
"Pair_423","TraesCS3D02G014000","TraesCS3D02G013900",591,0.65,0,"","4v23 ",0
"Pair_424","TraesCS3D02G014200","TraesCS3D02G014100",923,0.8,0,"","4v23 ",0
"Pair_425","TraesCS3D02G043400","TraesCS3D02G043300",910,0.21,3.7680255287824e-11,"","4v23 ",0
"Pair_426","TraesCS3D02G053400","TraesCS3D02G053300",602,0,0.979376215824995,"","",0
"Pair_427","TraesCS3D02G063100","TraesCS3D02G063000",677,0.96,0,"4v23 ","4v23 ",1
"Pair_428","TraesCS3D02G091400","TraesCS3D02G091300",189,0.07,0.0450922385518086,"DH ","MS ",1
"Pair_429","TraesCS3D02G106000","TraesCS3D02G105900",254,0.23,1.50701513618299e-13,"MS ","10v14 4v23 ",2
"Pair_43","TraesCS1B02G115500","TraesCS1B02G115400",208,0.81,0,"","4v23 ",0
"Pair_430","TraesCS3D02G137800","TraesCS3D02G137700",226,0.83,0,"4v23 ","4v23 ",1
"Pair_431","TraesCS3D02G157300","TraesCS3D02G157200",346,0.13,3.27505835908376e-05,"","",0
"Pair_432","TraesCS3D02G168100","TraesCS3D02G168000",130,0.51,0,"4v23 ","4v23 ",1
"Pair_433","TraesCS3D02G169800","TraesCS3D02G169700",253,0.31,0,"MS 4v23 DH ","",0
"Pair_434","TraesCS3D02G176500","TraesCS3D02G176400",301,0.31,0,"4v23 ","",0
"Pair_435","TraesCS3D02G181100","TraesCS3D02G181000",222,0.62,0,"4v23 ","",0
"Pair_436","TraesCS3D02G185400","TraesCS3D02G185300",500,0.57,0,"","",0
"Pair_437","TraesCS3D02G198800","TraesCS3D02G198700",472,-0.01,0.894733769748692,"","4v23 DH ",0
"Pair_438","TraesCS3D02G221500","TraesCS3D02G221400",249,0.13,2.89966052784679e-05,"","",0
"Pair_439","TraesCS3D02G229900","TraesCS3D02G229800",130,0.56,0,"","",0
"Pair_44","TraesCS1B02G117200","TraesCS1B02G117100",881,0.34,0,"4v23 ","",0
"Pair_440","TraesCS3D02G236300","TraesCS3D02G236200",498,-0.02,0.582648594098917,"","4v23 ",0
"Pair_441","TraesCS3D02G237300","TraesCS3D02G237200",105,0.46,0,"4v23 DH ","4v23 DH ",4
"Pair_442","TraesCS3D02G252200","TraesCS3D02G252100",152,0.24,5.87381994895016e-15,"","DH ",0
"Pair_443","TraesCS3D02G263600","TraesCS3D02G263500",372,0.22,1.62688266614232e-12,"","",0
"Pair_444","TraesCS3D02G273100","TraesCS3D02G273000",109,0.33,0,"","4v23 ",0
"Pair_445","TraesCS3D02G277900","TraesCS3D02G277800",665,0.3,0,"","MS 4v23 ",0
"Pair_446","TraesCS3D02G278800","TraesCS3D02G278700",209,0.69,0,"MS 4v23 DH ","",0
"Pair_447","TraesCS3D02G280700","TraesCS3D02G280600",489,0.25,2.46937497853846e-15,"4v23 DH ","",0
"Pair_448","TraesCS3D02G298800","TraesCS3D02G298700",225,0.65,0,"4v23 ","4v23 ",1
"Pair_449","TraesCS3D02G299400","TraesCS3D02G299300",138,0.22,5.22302275606665e-12,"","",0
"Pair_45","TraesCS1B02G136600","TraesCS1B02G136500",120,0.56,0,"4v23 ","",0
"Pair_450","TraesCS3D02G300500","TraesCS3D02G300400",514,0,0.952799512099599,"4v23 ","",0
"Pair_451","TraesCS3D02G304200","TraesCS3D02G304100",498,0.2,3.34173921735984e-10,"","",0
"Pair_452","TraesCS3D02G306300","TraesCS3D02G306200",294,-0.18,1.71569818545142e-08,"","4v23 ",0
"Pair_453","TraesCS3D02G307300","TraesCS3D02G307200",317,0.98,0,"","",0
"Pair_454","TraesCS3D02G307500","TraesCS3D02G307400",323,0.3,0,"","",0
"Pair_455","TraesCS3D02G322300","TraesCS3D02G322200",614,0.77,0,"","",0
"Pair_456","TraesCS3D02G326100","TraesCS3D02G325900",223,0.7,0,"4v23 ","4v23 ",1
"Pair_457","TraesCS3D02G328200","TraesCS3D02G328100",179,0.25,4.99097238864723e-16,"MS ","10v14 4v23 DH ",3
"Pair_458","TraesCS3D02G343900","TraesCS3D02G343800",491,0.68,0,"4v23 DH ","MS 4v23 DH ",6
"Pair_459","TraesCS3D02G374100","TraesCS3D02G374000",178,0.21,1.84232362698822e-11,"4v23 ","4v23 DH ",2
"Pair_46","TraesCS1B02G159700","TraesCS1B02G159600",299,0,0.952248366134147,"10v14 ","",0
"Pair_460","TraesCS3D02G385300","TraesCS3D02G385200",383,-0.13,5.77493100633648e-05,"4v23 ","",0
"Pair_461","TraesCS3D02G386800","TraesCS3D02G386700",130,NA,NA,"","",0
"Pair_462","TraesCS3D02G401000","TraesCS3D02G400900",658,0.11,0.000699573002798043,"","",0
"Pair_463","TraesCS3D02G415000","TraesCS3D02G414900",367,0.1,0.0019916326211448,"","4v23 ",0
"Pair_464","TraesCS3D02G425100","TraesCS3D02G425000",326,0.05,0.131644469020146,"MS 4v23 DH ","",0
"Pair_465","TraesCS3D02G437000","TraesCS3D02G436900",673,0.85,0,"","4v23 ",0
"Pair_466","TraesCS3D02G447200","TraesCS3D02G447100",103,-0.01,0.87703045948973,"","",0
"Pair_467","TraesCS3D02G448400","TraesCS3D02G448300",440,0.67,0,"","",0
"Pair_468","TraesCS3D02G469800","TraesCS3D02G469600",149,0.15,2.72627175671774e-06,"","",0
"Pair_469","TraesCS3D02G496000","TraesCS3D02G495900",533,0.32,0,"","",0
"Pair_47","TraesCS1B02G185300","TraesCS1B02G185200",395,0.26,0,"","",0
"Pair_470","TraesCS3D02G499500","TraesCS3D02G499300",845,0,0.952248366134147,"","",0
"Pair_471","TraesCS3D02G509500","TraesCS3D02G509400",601,0,0.949518429484605,"","",0
"Pair_472","TraesCS3D02G524300","TraesCS3D02G524200",170,-0.19,2.03983723194619e-09,"","",0
"Pair_473","TraesCS3D02G524500","TraesCS3D02G524400",208,-0.09,0.00436233833960287,"DH ","DH ",1
"Pair_474","TraesCS4A02G010800","TraesCS4A02G010700",678,0.31,0,"4v23 ","10v14 4v23 ",2
"Pair_475","TraesCS4A02G034600","TraesCS4A02G034500",618,0.88,0,"","4v23 ",0
"Pair_476","TraesCS4A02G040900","TraesCS4A02G040800",195,0.4,0,"4v23 ","",0
"Pair_477","TraesCS4A02G043700","TraesCS4A02G043600",221,0.61,0,"MS ","4v23 ",1
"Pair_478","TraesCS4A02G045300","TraesCS4A02G045200",122,0.42,0,"4v23 ","4v23 DH ",2
"Pair_479","TraesCS4A02G046300","TraesCS4A02G046200",177,0.37,0,"","4v23 ",0
"Pair_48","TraesCS1B02G199300","TraesCS1B02G199200",268,0.5,0,"","4v23 DH ",0
"Pair_480","TraesCS4A02G070400","TraesCS4A02G070300",201,0,0.947592609240453,"","",0
"Pair_481","TraesCS4A02G084700","TraesCS4A02G084600",184,0.56,0,"4v23 ","",0
"Pair_482","TraesCS4A02G088800","TraesCS4A02G088700",647,0.1,0.00187137047278085,"4v23 ","MS 4v23 ",2
"Pair_483","TraesCS4A02G095600","TraesCS4A02G095500",396,0.04,0.260634523135881,"4v23 ","MS DH ",2
"Pair_484","TraesCS4A02G098800","TraesCS4A02G098700",300,0.93,0,"","",0
"Pair_485","TraesCS4A02G099500","TraesCS4A02G099400",283,0.05,0.178371514762732,"DH ","MS 4v23 DH ",3
"Pair_486","TraesCS4A02G105200","TraesCS4A02G105100",262,0.57,0,"4v23 DH ","MS ",2
"Pair_487","TraesCS4A02G105500","TraesCS4A02G105400",112,0.59,0,"4v23 DH ","4v23 DH ",4
"Pair_488","TraesCS4A02G113300","TraesCS4A02G113200",320,0.41,0,"4v23 DH ","4v23 ",2
"Pair_489","TraesCS4A02G139600","TraesCS4A02G139500",158,0.43,0,"MS ","DH ",1
"Pair_49","TraesCS1B02G204600","TraesCS1B02G204500",125,0.2,1.85213376550535e-10,"MS ","",0
"Pair_490","TraesCS4A02G141800","TraesCS4A02G141700",187,0.48,0,"MS 4v23 ","4v23 ",2
"Pair_491","TraesCS4A02G144900","TraesCS4A02G144800",296,-0.05,0.181975761375483,"","",0
"Pair_492","TraesCS4A02G152600","TraesCS4A02G152400",662,-0.01,0.925487537962614,"","",0
"Pair_493","TraesCS4A02G152900","TraesCS4A02G152800",218,-0.01,0.892427687892818,"","",0
"Pair_494","TraesCS4A02G153700","TraesCS4A02G153500",436,0,0.951189206542999,"","",0
"Pair_495","TraesCS4A02G153800","TraesCS4A02G153600",846,-0.01,0.918139459115448,"","",0
"Pair_496","TraesCS4A02G154600","TraesCS4A02G154500",381,0.12,0.000187069977597313,"","",0
"Pair_497","TraesCS4A02G154900","TraesCS4A02G154700",612,0.04,0.309754617760327,"","",0
"Pair_498","TraesCS4A02G161500","TraesCS4A02G161400",127,-0.01,0.897972493328459,"","",0
"Pair_499","TraesCS4A02G186300","TraesCS4A02G186200",497,0.68,0,"MS DH ","4v23 DH ",4
"Pair_5","TraesCS1A02G055000","TraesCS1A02G054900",270,0.11,0.000554169856696331,"4v23 ","",0
"Pair_50","TraesCS1B02G219600","TraesCS1B02G219500",653,-0.35,0,"","",0
"Pair_500","TraesCS4A02G208800","TraesCS4A02G208700",293,0.07,0.0316280197744929,"MS DH ","MS ",2
"Pair_501","TraesCS4A02G220400","TraesCS4A02G220300",212,0.02,0.646013401069766,"4v23 ","MS 4v23 DH ",3
"Pair_502","TraesCS4A02G222400","TraesCS4A02G222300",635,0.12,0.000178929524196498,"","",0
"Pair_503","TraesCS4A02G223400","TraesCS4A02G223300",347,0.28,0,"4v23 ","4v23 DH ",2
"Pair_504","TraesCS4A02G227600","TraesCS4A02G227500",828,0.41,0,"","4v23 DH ",0
"Pair_505","TraesCS4A02G235000","TraesCS4A02G234900",282,-0.02,0.548090396329902,"4v23 DH ","",0
"Pair_506","TraesCS4A02G241200","TraesCS4A02G241100",196,0.38,0,"","4v23 ",0
"Pair_507","TraesCS4A02G247100","TraesCS4A02G247000",480,0.05,0.131755780955818,"4v23 ","DH ",1
"Pair_508","TraesCS4A02G256000","TraesCS4A02G255900",186,0.61,0,"MS 4v23 ","4v23 ",2
"Pair_509","TraesCS4A02G261300","TraesCS4A02G261200",945,0,0.950397784025654,"","4v23 ",0
"Pair_51","TraesCS1B02G220100","TraesCS1B02G220000",370,0.42,0,"","4v23 ",0
"Pair_510","TraesCS4A02G271900","TraesCS4A02G271800",245,0.34,0,"4v23 DH ","DH ",2
"Pair_511","TraesCS4A02G278700","TraesCS4A02G278600",118,0.41,0,"4v23 ","",0
"Pair_512","TraesCS4A02G308900","TraesCS4A02G308800",516,0.83,0,"DH ","",0
"Pair_513","TraesCS4A02G311500","TraesCS4A02G311400",935,-0.03,0.522715717178584,"","4v23 ",0
"Pair_514","TraesCS4A02G318000","TraesCS4A02G317900",210,0.1,0.00182705487424409,"","10v14 4v23 ",0
"Pair_515","TraesCS4A02G320400","TraesCS4A02G320300",841,0.01,0.861315720185897,"","",0
"Pair_516","TraesCS4A02G322500","TraesCS4A02G322400",150,0.01,0.922246138102449,"MS 4v23 ","4v23 ",2
"Pair_517","TraesCS4A02G324500","TraesCS4A02G324400",411,0.71,0,"4v23 ","MS ",1
"Pair_518","TraesCS4A02G325600","TraesCS4A02G325500",150,0.08,0.0217618678928406,"4v23 ","",0
"Pair_519","TraesCS4A02G328300","TraesCS4A02G328200",123,0.7,0,"","",0
"Pair_52","TraesCS1B02G233200","TraesCS1B02G233100",182,0.03,0.530091182501567,"","4v23 DH ",0
"Pair_520","TraesCS4A02G331600","TraesCS4A02G331500",386,-0.03,0.375716431402111,"","",0
"Pair_521","TraesCS4A02G342200","TraesCS4A02G342100",182,0.14,9.15386444954525e-06,"4v23 ","",0
"Pair_522","TraesCS4A02G368400","TraesCS4A02G368300",612,0.34,0,"","",0
"Pair_523","TraesCS4A02G402200","TraesCS4A02G402100",318,0.27,0,"","",0
"Pair_524","TraesCS4A02G409100","TraesCS4A02G409000",504,0.07,0.0496130019807815,"4v23 DH GO ","",0
"Pair_525","TraesCS4A02G413400","TraesCS4A02G413300",480,0.24,3.10055011968044e-14,"DH ","4v23 DH ",2
"Pair_526","TraesCS4A02G421500","TraesCS4A02G421400",131,0.56,0,"10v14 ","4v23 ",1
"Pair_527","TraesCS4A02G425100","TraesCS4A02G425000",131,0.25,2.95441763453156e-15,"","",0
"Pair_528","TraesCS4A02G428600","TraesCS4A02G428500",169,0.5,0,"4v23 ","4v23 ",1
"Pair_529","TraesCS4A02G450100","TraesCS4A02G450000",693,-0.01,0.852708859631208,"","",0
"Pair_53","TraesCS1B02G239700","TraesCS1B02G239600",663,0,0.944551646023709,"","",0
"Pair_530","TraesCS4A02G460600","TraesCS4A02G460500",538,0.72,0,"","",0
"Pair_531","TraesCS4A02G486400","TraesCS4A02G486300",178,-0.19,8.58369854986058e-10,"4v23 ","4v23 ",1
"Pair_532","TraesCS4A02G495000","TraesCS4A02G494900",192,-0.01,0.892427687892818,"4v23 ","",0
"Pair_533","TraesCS4B02G005700","TraesCS4B02G005600",422,0.93,0,"","DH ",0
"Pair_534","TraesCS4B02G042200","TraesCS4B02G042100",809,0.46,0,"DH ","4v23 DH ",2
"Pair_535","TraesCS4B02G058900","TraesCS4B02G058800",202,0.49,0,"4v23 ","MS 4v23 ",2
"Pair_536","TraesCS4B02G067900","TraesCS4B02G067800",185,0.12,0.000165928571879006,"DH ","4v23 ",1
"Pair_537","TraesCS4B02G074000","TraesCS4B02G073900",617,0.39,0,"4v23 ","",0
"Pair_538","TraesCS4B02G080100","TraesCS4B02G080000",301,-0.02,0.726343718933469,"","4v23 DH ",0
"Pair_539","TraesCS4B02G088500","TraesCS4B02G088400",827,0.23,1.39968728250379e-13,"","4v23 DH ",0
"Pair_54","TraesCS1B02G244200","TraesCS1B02G244100",225,0.35,0,"MS 4v23 ","4v23 ",2
"Pair_540","TraesCS4B02G094300","TraesCS4B02G094100",716,0.13,9.23571584540717e-05,"","",0
"Pair_541","TraesCS4B02G097800","TraesCS4B02G097700",852,-0.01,0.860151510858694,"4v23 ","",0
"Pair_542","TraesCS4B02G099100","TraesCS4B02G098900",227,0.17,1.71585047186569e-07,"4v23 ","MS 4v23 DH ",3
"Pair_543","TraesCS4B02G112400","TraesCS4B02G112300",237,0.16,8.02094557149919e-07,"MS DH ","MS ",2
"Pair_544","TraesCS4B02G129900","TraesCS4B02G129800",262,0.17,1.71842183045315e-07,"MS ","4v23 ",1
"Pair_545","TraesCS4B02G147300","TraesCS4B02G147200",364,0.11,0.000501471777254098,"","",0
"Pair_546","TraesCS4B02G147500","TraesCS4B02G147400",201,0,0.952799512099599,"","",0
"Pair_547","TraesCS4B02G154700","TraesCS4B02G154600",204,0.2,1.60149113526131e-10,"MS ","DH ",1
"Pair_548","TraesCS4B02G156300","TraesCS4B02G156200",142,0.74,0,"4v23 ","MS 4v23 ",2
"Pair_549","TraesCS4B02G159400","TraesCS4B02G159300",150,0,0.935008245097689,"","",0
"Pair_55","TraesCS1B02G247300","TraesCS1B02G247200",704,0.28,0,"","",0
"Pair_550","TraesCS4B02G188000","TraesCS4B02G187900",131,0.81,0,"4v23 ","",0
"Pair_551","TraesCS4B02G191000","TraesCS4B02G190900",186,0.47,0,"4v23 ","4v23 DH ",2
"Pair_552","TraesCS4B02G198900","TraesCS4B02G198800",168,0.12,0.000129710775377372,"MS ","4v23 DH ",2
"Pair_553","TraesCS4B02G204900","TraesCS4B02G204800",276,0.18,1.1130275126107e-08,"MS 4v23 DH ","DH ",3
"Pair_554","TraesCS4B02G205600","TraesCS4B02G205500",304,0.96,0,"","",0
"Pair_555","TraesCS4B02G209000","TraesCS4B02G208900",196,-0.09,0.00437504560093628,"4v23 ","MS DH ",2
"Pair_556","TraesCS4B02G216600","TraesCS4B02G216500",836,0.03,0.441075687573787,"MS 4v23 ","",0
"Pair_557","TraesCS4B02G219600","TraesCS4B02G219500",280,0.28,0,"","4v23 ",0
"Pair_558","TraesCS4B02G238300","TraesCS4B02G238200",962,0.13,9.83230877283725e-05,"","",0
"Pair_559","TraesCS4B02G259300","TraesCS4B02G259200",173,0.38,0,"DH ","4v23 ",1
"Pair_56","TraesCS1B02G261600","TraesCS1B02G261500",130,0.39,0,"MS DH ","DH ",2
"Pair_560","TraesCS4B02G259900","TraesCS4B02G259800",195,0.27,0,"","4v23 ",0
"Pair_561","TraesCS4B02G260100","TraesCS4B02G260000",108,0.48,0,"4v23 DH ","4v23 ",2
"Pair_562","TraesCS4B02G261500","TraesCS4B02G261400",112,0.48,0,"","10v14 4v23 ",0
"Pair_563","TraesCS4B02G264400","TraesCS4B02G264300",189,0.52,0,"MS ","4v23 ",1
"Pair_564","TraesCS4B02G297400","TraesCS4B02G297300",287,0.05,0.169322790593605,"4v23 ","",0
"Pair_565","TraesCS4B02G301500","TraesCS4B02G301400",157,-0.12,0.000179198130549329,"DH ","DH ",1
"Pair_566","TraesCS4B02G307800","TraesCS4B02G307700",360,0.18,2.69103841421522e-08,"","4v23 DH GO ",0
"Pair_567","TraesCS4B02G314100","TraesCS4B02G314000",294,0.19,1.09439550547685e-09,"DH ","4v23 DH ",2
"Pair_568","TraesCS4B02G317600","TraesCS4B02G317500",174,0.31,0,"","",0
"Pair_569","TraesCS4B02G322600","TraesCS4B02G322500",146,0.5,0,"4v23 ","4v23 ",1
"Pair_57","TraesCS1B02G262900","TraesCS1B02G262800",213,0.31,0,"","",0
"Pair_570","TraesCS4B02G334400","TraesCS4B02G334300",505,0.77,0,"","",0
"Pair_571","TraesCS4B02G344600","TraesCS4B02G344500",456,-0.02,0.643335281035169,"4v23 ","",0
"Pair_572","TraesCS4B02G356500","TraesCS4B02G356400",139,0.43,0,"4v23 ","",0
"Pair_573","TraesCS4B02G386100","TraesCS4B02G386000",506,0.39,0,"4v23 ","MS 4v23 ",2
"Pair_574","TraesCS4D02G000800","TraesCS4D02G000700",311,0.45,0,"","4v23 ",0
"Pair_575","TraesCS4D02G005500","TraesCS4D02G005400",484,0.91,0,"","DH ",0
"Pair_576","TraesCS4D02G022100","TraesCS4D02G022000",131,0.15,1.49294547398916e-06,"","",0
"Pair_577","TraesCS4D02G032500","TraesCS4D02G032400",417,-0.01,0.868798136069697,"","",0
"Pair_578","TraesCS4D02G039400","TraesCS4D02G039300",171,0.28,0,"DH ","4v23 DH ",2
"Pair_579","TraesCS4D02G043300","TraesCS4D02G043200",103,0,0.940671719136088,"","",0
"Pair_58","TraesCS1B02G274900","TraesCS1B02G274800",113,0.32,0,"","4v23 ",0
"Pair_580","TraesCS4D02G044000","TraesCS4D02G043700",436,0.2,3.10633224118954e-10,"","",0
"Pair_581","TraesCS4D02G044100","TraesCS4D02G043800",228,0.01,0.866761045652646,"","",0
